Id,MSZoning,LotConfig,BldgType,Exterior1st,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
974,RL,Corner,1Fam,HdBoard,70,11414,8,1910,1993,0,728,167500
2697,RL,Inside,1Fam,HdBoard,60,9370,5,1992,1993,0,836,
983,RL,Corner,1Fam,CemntBd,60,11250,5,2002,2002,0,1128,255900
2906,RM,Inside,TwnhsE,CemntBd,160,2665,6,1977,1977,0,264,
1833,RM,Corner,1Fam,Wd Sdng,70,5775,7,1915,2002,0,483,
1939,RL,Inside,TwnhsE,HdBoard,120,5070,5,1992,1992,0,1280,
39,RL,Inside,Duplex,AsbShng,90,6040,5,1955,1955,0,0,82000
2120,RM,FR3,1Fam,MetalSd,20,5940,7,1946,1950,,,
169,RL,Corner,1Fam,Plywood,20,16669,6,1981,1981,0,1686,228000
1355,RL,Inside,1Fam,MetalSd,80,10192,6,1968,1992,0,570,170000
737,RL,CulDSac,1Fam,VinylSd,60,10463,5,2005,2005,0,893,239900
1451,RL,Inside,1Fam,CemntBd,20,9262,5,2008,2009,0,1573,287090
2626,RL,Inside,TwnhsE,HdBoard,120,3701,5,1987,1987,0,1191,
2016,RL,Corner,1Fam,HdBoard,60,8285,5,1992,1992,0,836,
634,RL,Inside,Duplex,Plywood,90,6979,5,1980,1980,0,1056,144000
2575,RM,Inside,1Fam,VinylSd,50,7288,7,1925,2003,0,936,
1793,RL,Inside,1Fam,Wd Sdng,20,8010,9,1958,2007,0,951,
1290,RL,Corner,1Fam,Wd Sdng,80,14112,7,1964,1964,0,1152,180500
1380,RL,Inside,1Fam,Stucco,30,8212,3,1914,1950,0,864,58500
579,RM,Inside,1Fam,MetalSd,50,12150,5,1954,1954,0,1050,131500
328,RL,Inside,1Fam,Wd Sdng,75,11888,6,1916,1994,0,844,214500
2688,FV,Inside,1Fam,VinylSd,20,8640,5,2006,2006,0,1278,
892,RL,Inside,1Fam,HdBoard,20,8414,8,1963,2003,0,1059,154500
1728,RL,CulDSac,1Fam,VinylSd,60,10274,7,1986,1986,0,676,
780,RL,Inside,1Fam,HdBoard,20,7875,5,1995,1996,0,1237,176000
159,RL,Corner,1Fam,VinylSd,60,19378,5,2005,2006,0,1392,320000
1446,RL,CulDSac,1Fam,HdBoard,20,26142,7,1962,1962,0,1188,157900
1544,RM,Inside,1Fam,MetalSd,50,6000,7,1939,1950,12,608,
2259,RL,Inside,1Fam,HdBoard,20,18160,6,1964,1964,0,1302,
61,RM,Inside,1Fam,MetalSd,75,7200,7,1920,1996,0,530,101000
849,RL,FR2,1Fam,Plywood,80,9600,7,1976,1994,0,528,187000
2069,RL,Corner,1Fam,VinylSd,50,7506,8,1925,1950,0,747,
2814,RL,Inside,1Fam,BrkFace,30,17529,5,1924,1950,0,872,
1043,RL,Inside,1Fam,HdBoard,60,11839,5,1990,1990,0,1475,262280
2428,RL,Inside,1Fam,HdBoard,20,8700,7,1961,1961,0,920,
1809,RM,Inside,1Fam,Wd Sdng,70,6406,6,1939,1950,0,690,
2903,RL,Inside,1Fam,VinylSd,20,11577,5,2005,2006,0,1838,
1070,RL,Inside,1Fam,MetalSd,20,10152,5,1956,1956,0,1048,135000
53,RL,Inside,1Fam,WdShing,20,50271,5,1981,1987,0,1842,385000
258,RL,Inside,1Fam,VinylSd,60,12435,5,2001,2001,0,963,231500
505,RM,Inside,Duplex,Wd Sdng,90,7596,5,1952,1952,0,960,124500
752,RL,Inside,1Fam,VinylSd,20,9236,5,1997,1997,0,1479,217000
1849,RL,Inside,1Fam,MetalSd,20,9571,5,1956,1956,0,1073,
1909,RM,Inside,Twnhs,MetalSd,160,1612,6,1980,1980,0,561,
1920,RL,Corner,1Fam,CemntBd,20,13438,5,2008,2008,0,2190,
2273,RL,Inside,1Fam,MetalSd,20,10400,5,1979,1999,0,1259,
2916,RL,Inside,1Fam,VinylSd,20,20000,7,1960,1996,0,1224,
2209,RM,CulDSac,Twnhs,MetalSd,160,1879,6,1980,1980,0,516,
1389,RM,Inside,1Fam,Wd Sdng,50,6000,6,1941,1950,0,735,131000
1266,RM,Inside,2fmCon,Wd Sdng,190,10120,4,1910,1950,0,925,122000
2398,RL,Inside,1Fam,WdShing,20,5000,3,1946,1950,0,666,
2764,RL,Inside,1Fam,Plywood,60,18275,8,1962,1998,0,1438,
771,RL,Inside,1Fam,Wd Sdng,20,8877,5,1951,1951,0,836,102000
2728,RL,Inside,1Fam,HdBoard,60,9350,6,1964,1964,0,720,
1640,RL,Inside,1Fam,HdBoard,20,11088,5,1978,1998,0,1140,
2867,RL,Corner,1Fam,AsbShng,50,7822,3,1915,1950,0,832,
1085,RL,Inside,1Fam,HdBoard,85,9069,6,1992,1992,0,936,147000
2113,RM,Corner,1Fam,HdBoard,70,5870,9,1900,2000,0,554,
1950,RL,CulDSac,1Fam,Plywood,20,18559,5,1978,1978,186,2048,
1325,RM,Inside,1Fam,AsbShng,30,3636,4,1922,1950,0,796,55000
2059,RL,Inside,1Fam,HdBoard,20,9840,7,1959,1998,0,1248,
1600,RM,Inside,1Fam,Wd Sdng,30,8154,5,1941,1950,0,480,
1537,RM,Corner,1Fam,Wd Sdng,70,9600,9,1900,2003,0,930,
1756,RL,Inside,1Fam,MetalSd,20,8125,7,1959,1959,0,864,
1567,RL,CulDSac,1Fam,VinylSd,60,17082,5,1978,1992,0,1117,
2560,RL,Inside,1Fam,Wd Sdng,70,4000,8,1930,1995,0,531,
1601,RM,Inside,1Fam,Wd Sdng,50,9140,5,1921,1975,0,629,
1163,RL,Inside,Duplex,Plywood,90,12900,4,1969,1969,0,1198,108959
963,RL,Corner,1Fam,VinylSd,20,11923,5,2007,2007,0,1800,239000
2868,RL,FR2,1Fam,Wd Sdng,50,8707,5,1924,1950,0,1093,
1551,RM,Inside,1Fam,MetalSd,50,8094,5,1915,1950,0,888,
398,RM,Corner,1Fam,MetalSd,30,8967,2,1920,1950,0,961,67000
584,RM,Inside,1Fam,AsbShng,50,6120,7,1935,1995,0,884,133000
948,RL,Inside,1Fam,VinylSd,60,14006,5,2002,2002,0,936,192500
704,RL,Inside,1Fam,VinylSd,20,8400,5,2004,2005,0,1473,213000
431,RM,Inside,1Fam,MetalSd,50,5586,7,1920,1998,0,901,79900
292,RL,Inside,1Fam,Wd Sdng,50,11409,4,1949,2008,0,768,131000
145,RM,Inside,Twnhs,VinylSd,160,2522,5,2004,2006,0,970,130000
1936,RL,Corner,1Fam,HdBoard,60,15038,5,1996,1996,0,916,
2078,RL,Inside,1Fam,Wd Sdng,50,8064,6,1948,1950,0,768,
1165,RL,Inside,1Fam,VinylSd,20,9541,5,2009,2009,0,1502,233170
2,RL,Inside,1Fam,VinylSd,60,11250,5,2001,2002,0,920,223500
576,RL,Inside,1Fam,Wd Sdng,50,6292,7,1928,1950,0,861,145000
2831,RL,Corner,1Fam,VinylSd,20,13377,5,2006,2006,0,1836,
339,RL,Inside,1Fam,Wd Sdng,20,12400,7,1958,1998,0,1215,155000
1662,RL,Inside,1Fam,VinylSd,20,12350,5,2008,2008,0,2020,
1880,RL,Corner,1Fam,VinylSd,20,11664,5,2002,2002,0,1569,
925,RL,Corner,1Fam,VinylSd,20,15611,6,1977,1977,93,1126,175000
265,RL,Inside,1Fam,MetalSd,20,12090,6,1981,1981,228,1422,175500
376,RL,CulDSac,1Fam,VinylSd,85,8846,5,1996,1996,0,870,148000
1741,FV,Inside,TwnhsE,MetalSd,160,2998,5,2000,2000,0,756,
271,RL,CulDSac,1Fam,Plywood,20,39104,7,1954,2005,1063,1385,241500
696,RM,Inside,1Fam,Wd Sdng,30,6000,7,1921,1950,0,616,89000
2893,C (all),Inside,1Fam,MetalSd,50,8520,5,1916,1950,0,216,
244,RL,Inside,1Fam,VinylSd,60,8880,5,1994,2002,0,948,205000
2739,RL,Corner,1Fam,MetalSd,20,9723,7,1963,1963,0,1008,
476,RL,Inside,1Fam,VinylSd,20,13125,5,1997,1998,0,1478,208900
1618,RL,Inside,1Fam,VinylSd,20,12887,7,1984,1984,590,833,
1608,RL,Inside,1Fam,VinylSd,20,9803,5,2009,2010,0,1214,
1727,RL,Inside,1Fam,VinylSd,60,9109,5,1994,1994,596,754,
1564,RL,Inside,1Fam,HdBoard,60,11227,5,1968,1968,453,720,
2710,RL,Corner,1Fam,WdShing,80,14330,4,1974,1974,497,1748,
2875,RL,Inside,1Fam,Wd Sdng,70,7000,8,1926,1997,0,624,
1797,RL,Inside,1Fam,BrkFace,20,7350,6,1958,1958,0,1041,
1746,RL,CulDSac,1Fam,VinylSd,60,12732,6,1974,1974,42,752,
250,RL,Inside,1Fam,Wd Sdng,30,5350,2,1940,1966,0,728,76500
413,RM,Inside,1Fam,WdShing,30,8960,6,1927,1950,0,1008,115000
545,RL,Corner,1Fam,HdBoard,50,13837,5,1988,1988,202,1204,229000
1193,RM,FR2,TwnhsE,VinylSd,120,4500,5,1999,1999,0,1224,165000
738,RL,Inside,Duplex,Plywood,90,10800,5,1987,1988,0,1200,179000
310,RL,Inside,1Fam,HdBoard,60,7685,5,1993,1994,0,697,165600
1575,RL,CulDSac,1Fam,VinylSd,60,12361,7,1993,1993,0,946,
893,RL,Inside,1Fam,Wd Sdng,20,13284,5,1954,1954,0,1383,165000
1131,RL,Inside,1Fam,HdBoard,20,10712,5,1991,1992,0,974,93500
1449,RM,Inside,Twnhs,CemntBd,180,1533,7,1970,1970,0,630,92000
2829,RL,Inside,1Fam,VinylSd,60,11003,5,2005,2006,0,1308,
15,RM,Corner,1Fam,Wd Sdng,45,6120,8,1929,2001,0,832,132000
2249,RL,Corner,1Fam,HdBoard,20,12395,6,1984,1984,0,864,
721,RM,Inside,TwnhsE,VinylSd,120,4426,5,2004,2004,0,848,143000
1420,RL,Corner,1Fam,HdBoard,60,11700,6,1968,1968,0,708,179900
2561,RL,Inside,1Fam,VinylSd,70,6720,7,1921,1950,0,585,
981,RL,Corner,1Fam,VinylSd,60,12203,5,1998,1999,0,1225,336000
1750,RL,Inside,1Fam,HdBoard,60,13774,7,1977,1992,0,908,
2462,RM,Inside,1Fam,Wd Sdng,50,6120,6,1926,1950,0,756,
2356,RL,Inside,1Fam,VinylSd,20,7441,5,2006,2006,0,1461,
363,RM,Inside,Twnhs,HdBoard,160,1680,8,1972,2007,0,483,118000
1866,RL,Inside,1Fam,VinylSd,20,9178,5,2008,2008,0,1468,
182,RL,Inside,1Fam,Wd Sdng,20,9060,6,1957,2006,0,0,120000
985,RL,Inside,2fmCon,MetalSd,190,10880,5,1950,1950,0,1164,125000
1860,RL,Inside,Duplex,HdBoard,90,7007,5,1979,1979,0,0,
1194,RL,Corner,1Fam,HdBoard,60,9364,7,1969,1969,0,663,158000
1651,RM,Inside,Twnhs,HdBoard,160,1680,5,1973,1973,0,483,
1563,RL,Inside,Duplex,Plywood,90,7424,5,1978,1978,0,1319,
1121,RL,Inside,1Fam,VinylSd,20,10084,5,2005,2006,0,1552,212900
187,RL,Inside,1Fam,HdBoard,50,10410,7,1916,1987,0,660,135000
619,RL,Inside,1Fam,VinylSd,60,12244,5,2003,2003,0,1482,305000
2376,RL,Inside,1Fam,BrkFace,20,17778,5,1981,1981,829,2461,
1175,RL,Inside,1Fam,HdBoard,50,10678,5,1992,2000,0,1683,285000
1949,RL,Inside,1Fam,WdShing,20,10825,7,1983,1983,0,1260,
2136,RL,Inside,1Fam,VinylSd,20,9488,6,1947,1993,0,1046,
614,RM,Inside,TwnhsE,CemntBd,180,1491,6,1972,1972,480,630,75500
1466,RL,Inside,1Fam,HdBoard,20,7980,7,1992,2007,0,1168,
2013,RL,Inside,1Fam,HdBoard,60,8480,5,1993,1994,0,886,
994,RL,FR2,1Fam,CemntBd,20,12456,5,2006,2007,0,1700,337500
934,RL,Inside,1Fam,Wd Sdng,20,27650,7,1960,2007,0,585,242000
371,RL,Inside,1Fam,WdShing,50,17120,4,1959,1959,0,0,134432
2811,RL,CulDSac,1Fam,HdBoard,80,7176,6,1978,1978,0,960,
2104,RM,Corner,1Fam,MetalSd,70,6000,9,1905,2005,0,572,
593,RM,Inside,TwnhsE,VinylSd,120,4435,5,2003,2003,0,848,140000
2471,RM,Inside,1Fam,MetalSd,50,10320,5,1915,1950,0,1138,
726,RL,Corner,1Fam,Wd Sdng,20,21695,9,1988,2007,0,880,222000
826,RM,Inside,1Fam,MetalSd,45,6130,6,1924,1950,0,784,109500
687,FV,FR2,TwnhsE,MetalSd,160,5105,5,2004,2004,0,551,148800
2151,RL,Inside,1Fam,,30,19550,7,1940,2007,0,1580,
136,RL,Corner,1Fam,MetalSd,20,10355,5,1967,1967,0,1214,143000
628,RL,Inside,1Fam,Plywood,60,11606,5,1969,1969,0,1040,135000
334,RL,Inside,1Fam,VinylSd,60,9042,5,1998,1998,0,943,192000
1983,RL,Inside,Twnhs,VinylSd,160,2448,5,2003,2004,0,764,
2244,RM,Inside,Twnhs,CemntBd,180,1596,6,1973,1973,0,462,
1109,RL,Inside,1Fam,MetalSd,20,11362,5,2004,2005,0,1836,280000
1872,RL,CulDSac,1Fam,VinylSd,60,16698,5,1992,1993,0,1449,
2838,RL,Inside,1Fam,VinylSd,60,12438,5,1995,1995,0,781,
710,RL,Inside,1Fam,VinylSd,30,4130,6,1935,2003,0,270,52000
1039,RM,Inside,TwnhsE,CemntBd,180,1477,4,1970,1970,0,630,80000
1798,RL,Corner,1Fam,MetalSd,20,7200,7,1952,1952,102,732,
1729,RL,Inside,Duplex,Wd Sdng,90,8250,7,1981,1981,0,0,
1937,RL,Inside,1Fam,HdBoard,20,14137,5,1996,1997,0,1348,
2684,RL,Inside,1Fam,HdBoard,60,12585,5,1993,1993,1039,1286,
2452,RM,Inside,1Fam,MetalSd,20,8626,6,1956,1956,0,0,
1112,RL,Corner,1Fam,WdShing,20,7100,7,1957,1957,0,816,129900
465,RM,Inside,TwnhsE,VinylSd,120,3072,5,2004,2004,0,1375,178740
1223,RL,Inside,1Fam,Wd Sdng,20,10680,3,1951,1951,0,2136,137900
1825,RM,Corner,1Fam,Stucco,50,6000,5,1924,1950,0,468,
2887,RM,Inside,1Fam,MetalSd,50,7000,7,1926,1950,0,861,
2283,RM,Inside,Twnhs,HdBoard,160,2058,5,1973,1973,0,672,
1508,RL,Inside,1Fam,MetalSd,60,9600,6,1971,1971,0,715,
1104,RM,Inside,TwnhsE,HdBoard,160,2016,5,1970,1970,0,630,106000
1859,RL,Inside,Duplex,Plywood,90,7040,5,1979,1979,0,1094,
338,RL,Corner,1Fam,Wd Sdng,20,14145,7,1984,1998,0,1208,202500
1945,RL,FR2,1Fam,BrkFace,20,31220,2,1952,1952,0,1632,
1791,RL,Inside,1Fam,HdBoard,20,10143,7,1963,1963,0,1380,
2446,RM,Inside,1Fam,VinylSd,70,10337,9,1910,1999,0,725,
2730,RL,Inside,1Fam,MetalSd,30,8550,8,1934,1950,0,816,
2163,RL,Corner,1Fam,VinylSd,80,11454,5,1995,1995,0,1401,
2042,RL,Inside,1Fam,MetalSd,80,11104,6,1969,1969,0,1427,
2803,RL,FR2,1Fam,Wd Sdng,20,21370,5,1950,1950,0,0,
816,RL,Corner,1Fam,BrkFace,20,11425,6,1954,1954,0,1008,137000
1067,RL,Inside,1Fam,HdBoard,60,9760,6,1964,1964,106,780,167900
274,RL,Corner,1Fam,HdBoard,20,8314,7,1982,1982,0,816,124500
2212,RM,Inside,1Fam,Wd Sdng,50,8155,7,1930,1950,0,780,
865,RL,Inside,1Fam,MetalSd,20,8750,6,1970,1970,0,1002,148500
101,RL,Inside,1Fam,HdBoard,60,9206,5,1985,1985,0,741,178000
1501,FV,FR2,TwnhsE,VinylSd,160,2403,5,2003,2003,0,530,
2809,RL,Corner,1Fam,Plywood,20,9000,6,1966,1966,0,1059,
171,RL,Corner,1Fam,BrkFace,20,31770,5,1960,1960,0,1080,215000
107,RM,Inside,1Fam,VinylSd,20,6000,5,1948,1950,169,789,115000
1740,FV,Inside,TwnhsE,VinylSd,120,4217,5,2008,2008,0,1145,
1521,RL,Inside,1Fam,Wd Sdng,20,10032,5,1959,1959,0,1244,
2907,RL,Inside,1Fam,Plywood,20,10172,7,1968,2003,0,864,
1988,RL,Inside,1Fam,VinylSd,60,8010,5,2002,2003,0,840,
2872,RL,Inside,1Fam,VinylSd,50,11388,7,1910,1993,0,616,
1902,RL,Corner,Duplex,Wd Sdng,90,8145,6,1940,1950,0,920,
1926,RL,Inside,1Fam,HdBoard,20,12518,7,1968,1968,0,1008,
2186,RL,CulDSac,1Fam,Plywood,80,9638,6,1977,1977,120,1029,
2275,RL,CulDSac,1Fam,Plywood,80,8991,6,1976,1976,604,1228,
1641,FV,Inside,1Fam,CemntBd,60,7000,5,2003,2003,0,926,
2012,RL,Inside,1Fam,VinylSd,60,8453,5,1995,1995,0,754,
712,RL,Inside,TwnhsE,HdBoard,120,4671,5,1988,1989,0,1228,189000
72,RL,Corner,1Fam,VinylSd,60,10141,5,1998,1998,0,832,185000
2284,RL,Inside,Twnhs,Plywood,120,2304,7,1978,1978,6,1061,
2600,RM,FR3,TwnhsE,VinylSd,120,6710,5,1996,1997,904,920,
2490,RL,Inside,1Fam,Wd Sdng,20,9000,7,1945,1950,0,0,
2807,RL,Inside,1Fam,HdBoard,20,11327,6,1967,1967,0,1064,
481,RL,Inside,1Fam,VinylSd,20,11846,5,2003,2004,0,1792,374000
2154,RL,Corner,1Fam,VinylSd,60,9360,8,1962,2001,0,621,
1530,RM,Corner,1Fam,Wd Sdng,50,4800,5,1900,1954,0,709,
2144,RL,Inside,1Fam,VinylSd,20,9239,8,1963,2003,0,960,
1514,RL,Inside,1Fam,MetalSd,50,9724,7,1952,2002,0,1140,
2881,RL,Inside,1Fam,Wd Sdng,50,12400,6,1940,1950,0,901,
1490,RL,Inside,1Fam,VinylSd,60,11920,5,2004,2004,0,831,
1171,RL,Inside,1Fam,MetalSd,20,9120,6,1958,1958,0,1261,163000
2748,RL,Inside,1Fam,Wd Sdng,20,11050,5,1956,1956,0,1005,
1706,FV,Inside,1Fam,VinylSd,20,7993,5,2008,2009,0,1436,
2119,RM,FR2,1Fam,AsbShng,50,5520,7,1920,1997,0,565,
2271,RL,Inside,1Fam,HdBoard,60,11339,5,1979,1979,0,780,
1924,RL,Corner,1Fam,VinylSd,60,9157,5,2003,2003,0,912,
405,RL,Corner,1Fam,Plywood,20,9991,4,1976,1993,0,1281,150000
757,RL,CulDSac,1Fam,HdBoard,60,11616,5,1978,1978,0,672,158900
1891,RL,Inside,1Fam,AsbShng,20,6410,5,1959,1959,243,876,
2123,RM,Inside,1Fam,Wd Sdng,50,6240,5,1939,1950,240,989,
1754,RL,Inside,1Fam,HdBoard,85,16500,5,1971,1971,0,1232,
97,RL,Inside,1Fam,HdBoard,20,10921,5,1965,1965,0,960,94750
1333,RM,Corner,1Fam,Wd Sdng,50,7200,6,1938,1995,0,803,125500
2898,RL,Corner,1Fam,VinylSd,20,9116,5,2001,2001,0,1491,
743,RL,Inside,1Fam,HdBoard,80,12886,6,1963,1999,0,520,175000
806,RL,Inside,1Fam,VinylSd,80,9750,5,1967,1967,480,980,135500
2696,RL,Inside,1Fam,VinylSd,60,8304,5,1997,1998,0,941,
1771,RL,Inside,1Fam,AsbShng,20,8750,5,1955,1955,483,1382,
2431,RL,Inside,1Fam,BrkFace,20,7500,7,1959,2003,0,1040,
1535,RM,Inside,1Fam,MetalSd,50,8239,6,1920,1962,0,1008,
1922,RL,CulDSac,1Fam,MetalSd,60,9839,8,1980,2006,0,712,
1879,RL,Inside,1Fam,HdBoard,20,6950,7,1979,1979,72,914,
148,RL,Inside,1Fam,VinylSd,20,7500,5,2004,2005,0,1080,141000
2888,RM,Inside,1Fam,Wd Sdng,30,8534,4,1925,1950,0,432,
1927,RL,Inside,1Fam,HdBoard,20,13383,5,1969,2000,0,1188,
1777,RL,Inside,1Fam,Wd Sdng,20,7626,8,1952,2005,0,1031,
1928,RL,Inside,1Fam,MetalSd,85,7689,8,1972,1972,76,796,
692,RL,Inside,1Fam,MetalSd,60,26178,5,1989,1990,0,1210,335000
818,RL,Inside,1Fam,HdBoard,80,8816,7,1971,1971,0,1010,155000
1386,RL,Inside,1Fam,Plywood,60,16692,5,1978,1978,469,1392,250000
2216,,Inside,1Fam,AsbShng,20,14584,5,1952,1952,0,0,
1933,RL,Inside,1Fam,VinylSd,60,8702,5,1997,1998,0,926,
1599,RM,Inside,TwnhsE,HdBoard,120,3907,5,1989,1989,0,1191,
2296,RL,Inside,1Fam,VinylSd,60,9709,5,2007,2007,0,918,
2390,RL,CulDSac,1Fam,VinylSd,20,8243,7,1961,1961,0,964,
701,RL,Inside,1Fam,HdBoard,20,9600,5,1969,1969,0,1164,140000
2177,RL,Inside,1Fam,VinylSd,60,11690,5,1999,2000,0,850,
2583,RL,CulDSac,1Fam,HdBoard,85,12150,6,1979,1979,0,1001,
921,RL,Inside,Duplex,MetalSd,90,8777,7,1900,2003,0,1272,145900
1424,RL,Inside,1Fam,HdBoard,20,9503,5,1958,1983,374,1024,144000
905,RL,Inside,1Fam,HdBoard,20,9920,5,1954,1954,290,1056,128000
454,RL,Inside,Duplex,Plywood,90,9297,5,1976,1976,0,1728,188000
1992,RL,Inside,1Fam,VinylSd,60,7750,5,2002,2002,0,707,
2429,RL,Inside,1Fam,Wd Sdng,20,8300,6,1968,1968,0,952,
1652,RM,Inside,Twnhs,HdBoard,160,1680,6,1972,1972,294,483,
167,RL,Inside,1Fam,VinylSd,60,10562,5,2007,2007,0,1582,325624
730,RL,Inside,TwnhsE,CemntBd,120,5389,5,1995,1996,0,1595,236500
2097,RM,Corner,1Fam,MetalSd,50,9000,6,1946,1950,0,904,
1310,RL,Inside,1Fam,BrkFace,20,17500,8,1959,2002,0,1902,335000
26,RL,Corner,1Fam,Wd Sdng,20,7200,7,1951,2000,486,900,134800
2886,RM,Inside,1Fam,MetalSd,30,7288,6,1942,1950,0,976,
1622,RL,Inside,1Fam,VinylSd,20,9892,5,1994,1995,284,1679,
2044,RL,CulDSac,1Fam,Plywood,20,15387,7,1967,1967,294,1620,
2641,RH,FR2,TwnhsE,MetalSd,120,8773,5,2002,2002,0,1487,
997,RL,Inside,1Fam,HdBoard,20,11717,6,1970,1970,0,1442,185000
1176,RL,CulDSac,1Fam,HdBoard,20,6951,5,1984,1985,0,876,119500
1040,RL,Corner,1Fam,Wd Sdng,20,13125,4,1957,2000,682,1134,155000
33,RL,Inside,1Fam,BrkFace,20,10552,5,1959,1959,0,1398,165500
1688,RL,Inside,1Fam,VinylSd,60,10125,5,2004,2004,0,846,
2303,RL,Corner,1Fam,VinylSd,60,10732,5,2006,2007,0,1298,
1379,RL,Inside,1Fam,VinylSd,80,9735,5,2006,2007,0,384,167500
41,RL,Inside,1Fam,VinylSd,20,16905,6,1959,1959,0,1350,170000
1672,RL,Inside,1Fam,VinylSd,60,13262,5,2003,2004,0,1082,
2127,RM,Inside,1Fam,MetalSd,50,4347,8,1910,1950,0,796,
2535,RL,Corner,1Fam,VinylSd,60,15295,5,1996,2002,0,860,
2685,RL,Inside,1Fam,CemntBd,60,12447,5,2005,2006,0,1100,
1850,RL,Inside,1Fam,MetalSd,60,9350,7,1946,1950,0,747,
609,RL,Inside,1Fam,VinylSd,20,7943,5,1961,1961,0,1029,118500
1132,RM,Inside,1Fam,Wd Sdng,70,9900,4,1880,1950,0,1008,117500
28,RL,CulDSac,1Fam,MetalSd,20,16321,6,1957,1997,0,1484,207500
441,RL,Inside,Duplex,VinylSd,90,12108,4,1955,1955,0,1440,118000
1817,RM,Corner,1Fam,Stucco,70,8400,7,1900,1950,0,917,
2099,RM,Inside,1Fam,MetalSd,20,12205,1,1949,1992,0,448,
493,RL,Inside,1Fam,BrkFace,20,7931,6,1960,1960,532,1269,155000
1258,RL,Inside,1Fam,VinylSd,80,9587,5,2005,2005,0,856,190000
1301,RL,Inside,1Fam,Wd Sdng,70,7500,7,1942,1950,0,771,177500
2584,RL,Inside,1Fam,VinylSd,20,10000,5,2002,2002,0,1441,
1382,RM,Corner,1Fam,Wd Sdng,70,7200,7,1920,1950,0,596,157000
1304,RM,Inside,TwnhsE,VinylSd,160,3363,5,2004,2004,0,976,130000
236,RL,FR2,1Fam,VinylSd,20,8773,5,2004,2004,0,1414,185500
551,RM,Inside,1Fam,BrkFace,20,6000,6,1957,1957,0,928,112500
520,RL,Inside,2fmCon,MetalSd,190,10800,7,1900,2000,0,0,106250
2153,RL,Inside,Duplex,HdBoard,90,9350,5,1975,1975,0,864,
1232,RL,FR2,Duplex,HdBoard,90,9842,5,1962,1962,0,0,101800
1138,RL,Inside,1Fam,Plywood,20,9819,5,1977,1977,0,1567,196000
720,RL,CulDSac,1Fam,HdBoard,120,6563,5,1985,1985,0,1742,275000
735,RM,Inside,1Fam,Wd Sdng,75,10800,7,1914,1970,0,880,163000
2580,C (all),Corner,1Fam,MetalSd,20,6565,6,1957,1980,0,1073,
58,RL,CulDSac,1Fam,VinylSd,60,13682,5,2006,2006,0,1410,438780
631,RL,Inside,Twnhs,VinylSd,120,4590,5,2006,2006,0,1554,209500
1181,RM,Inside,TwnhsE,CemntBd,120,5587,5,2008,2008,0,1600,392500
2865,RM,Inside,Twnhs,VinylSd,160,2522,5,2004,2004,0,970,
592,RL,Inside,1Fam,HdBoard,20,6600,8,1982,2003,0,816,138000
1303,RL,Inside,1Fam,VinylSd,20,8688,5,2005,2005,0,1616,232000
1387,RM,Inside,1Fam,Stucco,50,8520,7,1916,1950,546,714,136000
2592,RL,Inside,1Fam,VinylSd,20,8298,5,2006,2007,0,1546,
2890,RM,Inside,1Fam,MetalSd,50,9060,5,1957,1957,0,967,
1803,RL,Inside,Duplex,Plywood,90,8604,7,1978,1978,0,941,
939,RL,Inside,1Fam,MetalSd,70,24090,7,1940,1950,0,1032,244400
2714,FV,Inside,TwnhsE,MetalSd,160,2998,5,2000,2000,0,756,
1249,RL,Inside,1Fam,MetalSd,20,7200,7,1950,1950,96,876,119000
904,RL,Inside,1Fam,HdBoard,20,6173,6,1967,1967,0,876,125500
1279,C (all),Inside,1Fam,MetalSd,50,7500,4,1920,1950,0,698,68400
2337,RL,Inside,1Fam,VinylSd,20,11830,5,2007,2007,0,1542,
2801,RL,Inside,1Fam,HdBoard,50,12375,5,1951,1951,0,806,
2066,RL,Inside,1Fam,MetalSd,20,8838,3,1957,1982,0,0,
2322,RL,Inside,1Fam,VinylSd,80,16219,5,2004,2005,0,835,
1910,RL,Inside,1Fam,VinylSd,80,13607,6,1986,1986,0,572,
1142,RL,Inside,1Fam,VinylSd,60,9965,5,2006,2007,0,1466,424870
2316,RL,Corner,1Fam,VinylSd,20,12216,5,2005,2005,0,1326,
706,RL,CulDSac,1Fam,Plywood,20,115149,5,1971,2002,0,1643,302000
2569,RM,Inside,Twnhs,MetalSd,160,1782,6,1980,1980,0,516,
1022,RM,Inside,1Fam,Wd Sdng,50,9439,5,1930,1950,0,912,87000
745,RL,Inside,1Fam,VinylSd,60,8963,9,1976,1996,80,1142,299800
1546,RM,Corner,1Fam,MetalSd,50,6360,6,1942,1950,159,835,
2292,RL,Inside,1Fam,VinylSd,20,13891,5,2007,2007,0,2552,
1914,RM,Inside,TwnhsE,CemntBd,120,3843,5,2007,2008,0,1596,
513,RL,Corner,1Fam,VinylSd,20,9187,5,1983,1983,0,1084,134000
81,RM,FR2,TwnhsE,VinylSd,120,4500,5,1998,1998,0,1237,153500
2588,RL,Corner,1Fam,Plywood,85,8410,6,1974,1974,0,970,
1308,RM,Inside,1Fam,MetalSd,20,12000,7,1948,2005,608,924,147000
2456,RM,Inside,1Fam,MetalSd,50,6125,7,1939,1998,0,728,
